Article Name,Article number (MGB),Var,Subsys,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
LINGUINE  5KG    BARILLA,683559,1,107854,"MEAT_SPECIAL_HANDLING-7-33-A1-2,MEAT_SPECIAL_HANDLING-7-29-A3-1",12,12,13,13,0,0,-1,-1
MPRO LIQ VAISS MACHINE 20L,813601,1,220030,"MEAT_SPECIAL_HANDLING-5-12-A1-3,INSPECTION-1,MEAT_SPECIAL_HANDLING-5-20-A1-3",9,9,10,10,0,0,-1,-1
10 PAINS PITA  800G,627642,1,22336,"MEAT_SPECIAL_HANDLING-23-5-A1-2,MEAT_SPECIAL_HANDLING-24-10-A1-2",106,106,107,107,0,0,-1,-1
CROUTONS RONDS NATURE 500G,825351,1,231936,MEAT_SPECIAL_HANDLING-9-16-A2-2,16,16,17,17,0,0,-1,-1
SH RD FB 150GX20 15%MG CHARO MC,895645,1,307686,DEEP_FROZEN-42-2-A3-6,0,0,1,1,0,0,-1,-1
SIROP RIOBA COCO 70CL VP,887880,1,298953,MEAT_SPECIAL_HANDLING-4-9-A2-2,12,12,13,13,0,0,-1,-1
"MC POIS CHICHES 8MM 2,5KG",837660,1,244482,MEAT_SPECIAL_HANDLING-9-36-A2-5,15,15,16,16,0,0,-1,-1
FAR PIZZERIA T00 W280-300 5KG,844820,1,252440,"MEAT_SPECIAL_HANDLING-12-6-C1-2,MEAT_SPECIAL_HANDLING-6-33-A1-3,IN-1,MEAT_SPECIAL_HANDLING-11-10-A1-4",72,72,73,73,0,0,-1,-1
MPRO 50 BTE PATIS BLANC 29X5CM,233904,1,36906,"MEAT_SPECIAL_HANDLING-12-8-A1-1,MEAT_SPECIAL_HANDLING-12-14-A3-5,INSPECTION-3",10,10,11,11,0,0,-1,-1
MC CORNICHON MI FIN 60/79 5/1,834972,1,241990,"MEAT_SPECIAL_HANDLING-10-12-A1-5,MEAT_SPECIAL_HANDLING-10-1-C1-3",14,14,15,15,0,0,-1,-1
JB SEC 30T 1KG SALOIR,289789,1,95130,"MEAT_SPECIAL_HANDLING-25-3-A3-6,MEAT_SPECIAL_HANDLING-25-5-A2-6",29,29,30,30,0,0,-1,-1
OEUF 90 M PPA,886034,1,296832,"MEAT_SPECIAL_HANDLING-20-16-A1-1,MEAT_SPECIAL_HANDLING-25-6-B1-2",66,66,64,64,3,3,-1,-1
OREO MINI 400G,169419,1,171685,MEAT_SPECIAL_HANDLING-11-28-A3-1,0,0,1,1,0,0,-1,-1
FECULE POMME DETERRE 5KG,834810,1,241829,"MEAT_SPECIAL_HANDLING-11-5-A3-2,MEAT_SPECIAL_HANDLING-11-5-C1-1",24,24,25,25,0,0,-1,-1
CHIPS AUTHENTIQUE SEAU 725G AL,665396,1,73558,MEAT_SPECIAL_HANDLING-11-1-B1-1,8,8,9,9,0,0,-1,-1
COULIS F ROUGES 1KG METRO CHEF,241300,1,44302,"MEAT_SPECIAL_HANDLING-24-15-A1-1,MEAT_SPECIAL_HANDLING-24-15-B1-2",113,113,114,114,0,0,-1,-1
LEVURE 42G*24 FALA MENAGERE,218808,1,18810,MEAT_SPECIAL_HANDLING-26-19-A4-1,12,12,13,13,0,0,-1,-1
SIROP RIOBA CURACAO BLEU70CL,159578,1,160737,MEAT_SPECIAL_HANDLING-4-3-A1-3,8,8,8,8,1,1,-1,-1
BRESAOLA EMINCEE BQ 500G,144368,1,144841,MEAT_SPECIAL_HANDLING-25-4-A3-8,15,15,16,16,0,0,-1,-1
PANINI PRECUIT 30X115G MC,895093,1,307209,"DEEP_FROZEN-43-11-A4-3,DEEP_FROZEN-40-10-B1-1,DEEP_FROZEN-41-9-A3-3,DEEP_FROZEN-43-15-A2-8",15,15,15,15,1,1,-1,-1
MOELLEUX CHOCO X 44,687166,1,62653,MEAT_SPECIAL_HANDLING-12-5-A3-2,4,4,5,5,0,0,-1,-1
"RICOTTA VACHE 1,5KG MC",236216,1,39218,MEAT_SPECIAL_HANDLING-24-13-A1-3,47,47,48,48,0,0,-1,-1
ROQUETTE METRO CHEF300G UE HUE,268267,1,71269,MEAT_SPECIAL_HANDLING-24-2-A1-3,48,48,48,48,1,1,-1,-1
SALADE FRUIT SAISON 3KG MCHEF,675081,1,24045,MEAT_SPECIAL_HANDLING-23-22-A1-4,19,19,20,20,0,0,-1,-1
JB DINDE 16T 480G HALAL,170492,1,173398,MEAT_SPECIAL_HANDLING-25-12-A2-1,51,51,52,52,0,0,-1,-1
SEL GROS ESSORE 25KG SALINS,302184,1,108345,"MEAT_SPECIAL_HANDLING-7-20-B1-1,MEAT_SPECIAL_HANDLING-7-20-A1-3",35,35,36,36,0,0,-1,-1
MC SAUCE PIMENT POUR NEMS 1L,816595,1,223018,MEAT_SPECIAL_HANDLING-11-1-A3-4,13,13,14,14,0,0,-1,-1
CURCUMA MOULU SAC 500G,851163,1,258244,"MEAT_SPECIAL_HANDLING-10-11-A1-4,MEAT_SPECIAL_HANDLING-11-15-A2-4",34,34,34,34,1,1,-1,-1
MPRO MAXI BOBINE 2P 1000FX2,871298,1,null,null,-1,-1,0,0,0,0,-1,-1
TOM COT RGE MDE 3.5K C2 FRFRANCE,89913,1,89913,MEAT_SPECIAL_HANDLING-33-13-A2-7,0,0,1,1,0,0,-1,-1
MPRO BOBINE 2P 450F X6,892266,1,304082,"MEAT_SPECIAL_HANDLING-6-32-A1-3,MEAT_SPECIAL_HANDLING-8-28-B1-1,MEAT_SPECIAL_HANDLING-6-26-C1-2,MEAT_SPECIAL_HANDLING-6-26-A1-3,MEAT_SPECIAL_HANDLING-6-5-B1-3,MEAT_SPECIAL_HANDLING-6-13-B1-1,MEAT_SPECIAL_HANDLING-6-22-C1-1,MEAT_SPECIAL_HANDLING-8-28-B1-2,MEAT_SPECIAL_HANDLING-3-20-B1-1",327,327,312,312,16,16,-1,-1
CANELES BORDEAUX 17G X80,220304,1,20306,"DEEP_FROZEN-42-6-B1-2,DEEP_FROZEN-43-13-B1-1",34,34,34,34,1,1,-1,-1
MPRO 50 BTE PATIS BLANC 26X5CM,233900,1,36902,"MEAT_SPECIAL_HANDLING-12-10-A3-5,MEAT_SPECIAL_HANDLING-12-14-A1-2",11,11,12,12,0,0,-1,-1
PULCO CITRON 70CL,397625,1,202560,"MEAT_SPECIAL_HANDLING-4-9-B1-3,MEAT_SPECIAL_HANDLING-4-9-A1-5,MEAT_SPECIAL_HANDLING-2-3-B1-1,INSPECTION-3",898,898,897,897,2,2,-1,-1
*SUCRE GLACE AMYLACE SAC 10KG,840785,1,247804,MEAT_SPECIAL_HANDLING-5-2-A1-2,6,6,6,6,1,1,-1,-1
LAMELLES ENCORNET BARQUETTE1KG,127973,1,128244,"DEEP_FROZEN-43-15-A2-2,DEEP_FROZEN-43-10-A1-7",23,23,24,24,0,0,-1,-1
CRISSCUTS 2.5KG LAMBWESTON,892279,1,304095,"DEEP_FROZEN-40-3-B1-4,DEEP_FROZEN-43-7-A2-8,DEEP_FROZEN-43-8-B1-1",217,217,210,210,8,8,-1,-1
50 BTE NUMERO 11 14X14X7,650266,1,70361,MEAT_SPECIAL_HANDLING-12-9-A3-3,10,10,11,11,0,0,-1,-1
MPRO 50 BTE PATIS BLANC 25X8CM,233969,1,36971,MEAT_SPECIAL_HANDLING-12-12-A4-1,3,3,4,4,0,0,-1,-1
MC SUCRE SEMOULE TRES FIN 10KG,626423,1,108774,MEAT_SPECIAL_HANDLING-6-26-A1-1,10,10,11,11,0,0,-1,-1
MELANGE EXOTIQUE SEAU 2KG MC,176890,1,179899,MEAT_SPECIAL_HANDLING-10-13-A2-2,7,7,8,8,0,0,-1,-1
TOM CER DUO SAVEOL 250G BQ12 C1 FRFRANCE,77676,1,77676,MEAT_SPECIAL_HANDLING-33-13-A3-8,60,60,61,61,0,0,-1,-1
YOGHURT YAYLA  10% SEAU 5KG,665067,1,70769,"MEAT_SPECIAL_HANDLING-24-12-B1-2,MEAT_SPECIAL_HANDLING-24-12-A2-9,MEAT_SPECIAL_HANDLING-22-10-A1-1",50,50,51,51,0,0,-1,-1
VALRHONA CELAYA CHOCOLAT 1L,166542,1,168420,MEAT_SPECIAL_HANDLING-10-31-A4-4,8,8,9,9,0,0,-1,-1
SAL JP EXQUIS MC 1K UEUE,762767,1,762767,MEAT_SPECIAL_HANDLING-30-6-A1-2,6,6,5,5,2,2,-1,-1
MPRO SAC POUB COULISS 30X100L,819193,1,225677,"MEAT_SPECIAL_HANDLING-6-13-A1-2,MEAT_SPECIAL_HANDLING-6-13-C1-2",63,63,64,64,0,0,-1,-1
TABASCO ROUGE 4X60ML,825379,1,231968,MEAT_SPECIAL_HANDLING-11-19-A1-3,3,3,3,3,1,1,-1,-1
MC POIS CHICHE 11MM 5KG,856644,1,264033,MEAT_SPECIAL_HANDLING-8-2-A1-6,12,12,13,13,0,0,-1,-1
OIGNON EPLUCHE 2K METRO CHE UE,202155,1,2157,MEAT_SPECIAL_HANDLING-21-8-B1-4,29,29,30,30,0,0,-1,-1
PENN ZITI RIGATE RISTORANTE3KG,169249,1,null,null,-1,-1,0,0,0,0,-1,-1
IGP SYRAH RGE A DARTOIS BIB 5L,893836,1,305782,MEAT_SPECIAL_HANDLING-8-20-A4-3,13,13,14,14,0,0,-1,-1
50 BTE AMERIC KRAFT 1350ML,871345,1,280178,MEAT_SPECIAL_HANDLING-12-23-A1-1,23,23,23,23,1,1,-1,-1
TOBIKO WASABI 12X70G.NC,706288,1,706288,FISH-51-2-A2-2,7,7,8,8,0,0,-1,-1
AEROSOL SUCREE 700ML DEBIC,844396,1,252072,"IN-8,MEAT_SPECIAL_HANDLING-22-7-A1-2,MEAT_SPECIAL_HANDLING-22-6-B1-1",481,481,476,476,6,6,-1,-1
OIG JNE MC 1K C.6/8 BOX80 C1 FRFRANCE,762116,1,762116,MEAT_SPECIAL_HANDLING-31-6-A1-1,172,172,173,173,0,0,-1,-1
MPRO LIQ VAISS MACHINE 10L,682966,1,104197,MEAT_SPECIAL_HANDLING-4-32-A1-2,8,8,9,9,0,0,-1,-1
SIROP RIOBA MANGUE 70CL VP,892653,1,304499,MEAT_SPECIAL_HANDLING-4-3-A1-5,15,15,14,14,2,2,-1,-1
SOLIV LIQ VAISS MACHINE 5L,155385,1,156415,MEAT_SPECIAL_HANDLING-4-36-A1-2,4,4,5,5,0,0,-1,-1
BAV ALOY HAL UE,384327,1,189492,MEAT_SPECIAL_HANDLING-24-4-A1-3,108.25,108.25,109.22,109.22,0,0,-0.9699999999999989,-0.9699999999999989
"FLT SAUM 1,9/2,3 X20 EL/FEROE S/V.SALMO SALAR",707731,1,null,null,-0.95,-0.95,0,0,0,0,-0.95,-0.95
FROMAGE BREBIS BLC 1KG ENV MC,829491,1,236037,MEAT_SPECIAL_HANDLING-25-15-A2-1,25.51,25.51,24.28,24.28,2.07,2.07,-0.8399999999999999,-0.8399999999999999
FLT PLT GRILLE X8 1KG ENV ARO,394471,1,200287,MEAT_SPECIAL_HANDLING-26-16-A3-5,29.92,29.92,30.74,30.74,0,0,-0.8199999999999967,-0.8199999999999967
FILET RTK UE,688772,1,29370,MEAT_SPECIAL_HANDLING-25-7-A3-6,61.14,61.14,61.95,61.95,0,0,-0.8100000000000023,-0.8100000000000023
1/2 JB SUP 4KG ENV AC LE FOUE,829293,1,236514,"MEAT_SPECIAL_HANDLING-24-16-A1-4,MEAT_SPECIAL_HANDLING-25-21-A3-7",42.8,42.8,31.72,31.72,11.83,11.83,-0.75,-0.75
NX ENTRECOTE ARGENTINE RAV,651928,1,85505,MEAT_SPECIAL_HANDLING-24-18-A2-7,33.68,33.68,34.4,34.4,0,0,-0.7199999999999989,-0.7199999999999989
FLT LINGUE 3/1.0 X2 P/ANE.MOLVA DYPTERYGIA,36009,1,null,null,-0.6,-0.6,0,0,0,0,-0.6,-0.6
SAUMON FUME 600/900G ARO,829224,1,236445,"MEAT_SPECIAL_HANDLING-25-7-A1-2,MEAT_SPECIAL_HANDLING-24-14-A1-2,MEAT_SPECIAL_HANDLING-25-3-A4-1",79.31,79.31,79.89,79.89,0,0,-0.5799999999999983,-0.5799999999999983
1/2 TETE VEAU BL  RLEE A/L EAF,216704,1,16706,"IN-1,MEAT_SPECIAL_HANDLING-25-5-A3-7",41.88,41.88,42.46,42.46,0,0,-0.5799999999999983,-0.5799999999999983
POITRINE PLATE SEC.POIV.2K5ENV,219892,1,19894,MEAT_SPECIAL_HANDLING-21-3-A1-4,12.09,12.09,12.64,12.64,0,0,-0.5500000000000007,-0.5500000000000007
"1/32COMTE AOP 18M 1,2KGENV RJ",829219,1,236440,MEAT_SPECIAL_HANDLING-25-17-A1-2,12.38,12.38,12.91,12.91,0,0,-0.5299999999999994,-0.5299999999999994
FLT LOUP MER 2/800 2X2KG S/AT P/ANE.ANARHICHAS LUPUS,707089,1,null,null,-0.5,-0.5,0,0,0,0,-0.5,-0.5
FOIE GRAS ESCALOPE 40/60 TB FR,628083,1,22598,"DEEP_FROZEN-43-4-A3-9,IN-1",8.45,8.45,8.95,8.95,0,0,-0.5,-0.5
ROTI PORC ECHINE SOS VPF SV MC,894604,1,306618,MEAT_SPECIAL_HANDLING-22-8-A1-2,15.38,15.38,13.42,13.42,2.45,2.45,-0.4900000000000002,-0.4900000000000002
SAUTE  PORC  CUBE VPF S/V MC,894251,1,306206,MEAT_SPECIAL_HANDLING-26-10-A3-1,5.91,5.91,6.38,6.38,0,0,-0.46999999999999975,-0.46999999999999975
AND GUEMENE DEMI 900G ENV RUST,866764,1,275878,MEAT_SPECIAL_HANDLING-21-4-A1-4,30.82,30.82,31.28,31.28,0,0,-0.46000000000000085,-0.46000000000000085
"TOMME BLANCHE 2,2KGENV MONTSAL",829373,1,235445,MEAT_SPECIAL_HANDLING-25-3-A2-6,25.02,25.02,25.4,25.4,0,0,-0.379999999999999,-0.379999999999999
MAGRET FUME ENTIER IGP X1 MC,900295,1,259528,MEAT_SPECIAL_HANDLING-26-7-A2-2,3.58,3.58,3.95,3.95,0,0,-0.3700000000000001,-0.3700000000000001
1/2 MORTADELLE PISTA 3KG ENV,672962,1,905,"MEAT_SPECIAL_HANDLING-25-21-A1-9,MEAT_SPECIAL_HANDLING-26-19-A2-3",49.09,49.09,49.43,49.43,0,0,-0.3399999999999963,-0.3399999999999963
MAGRET CND FR S/V 380/460 *1 T,819903,1,226770,MEAT_SPECIAL_HANDLING-26-17-A1-4,19.2,19.2,19.52,19.52,0,0,-0.3200000000000003,-0.3200000000000003
COMTE AOP BLC 2.2KGENV RJ,814386,1,220887,MEAT_SPECIAL_HANDLING-24-18-A2-6,15.15,15.15,15.44,15.44,0,0,-0.28999999999999915,-0.28999999999999915
ANDOUILLETTE X4 5A 170G MC ENV,829427,1,235953,MEAT_SPECIAL_HANDLING-26-4-A2-5,9.5,9.5,9.78,9.78,0,0,-0.27999999999999936,-0.27999999999999936
1/2 BRESAOLA PUNTAANCA 1.7KENV,673446,1,5577,MEAT_SPECIAL_HANDLING-25-21-A2-4,9.03,9.03,9.29,9.29,0,0,-0.2599999999999998,-0.2599999999999998
"1/2 RACLETTE 3,5 KG ENV MC",852550,1,259789,MEAT_SPECIAL_HANDLING-24-14-A4-8,3.79,3.79,4.05,4.05,0,0,-0.2599999999999998,-0.2599999999999998
ROTI PORCCUIT SUP 3.7KGENV RUS,829619,1,236151,MEAT_SPECIAL_HANDLING-23-1-A1-1,11.38,11.38,11.63,11.63,0,0,-0.25,-0.25
FLT BAR 100/200 2X2KG S/G EL/GR.DICENTRARCHUS LABR.,707110,1,707110,FISH-55-8-A1-1,4.02,4.02,4.27,4.27,0,0,-0.25,-0.25
BLANQUETTE VEAU S/OS SV EAF MC,209499,1,9501,MEAT_SPECIAL_HANDLING-26-17-A1-7,35.15,35.15,31.26,31.26,4.1,4.1,-0.21000000000000085,-0.21000000000000085
CUISSE DND HAL S/OS A/P SV FR,821084,1,227671,MEAT_SPECIAL_HANDLING-26-12-A1-1,32.76,32.76,32.97,32.97,0,0,-0.21000000000000085,-0.21000000000000085
PARMIG.R AOP 12M BLC 1KGENV MC,665707,1,76094,MEAT_SPECIAL_HANDLING-20-16-A1-4,122.9,122.9,120.87,120.87,2.2,2.2,-0.1700000000000017,-0.1700000000000017
"ROSETTE 2,5KG ENV RUSTADOU",154606,1,155638,"MEAT_SPECIAL_HANDLING-25-12-A1-9,MEAT_SPECIAL_HANDLING-25-20-B1-1",43.41,43.41,43.56,43.56,0,0,-0.15000000000000568,-0.15000000000000568
FLT PLT ROTI X10 1.3KGENV GAUL,181534,1,184720,"MEAT_SPECIAL_HANDLING-26-15-A1-1,MEAT_SPECIAL_HANDLING-25-21-A3-8,MEAT_SPECIAL_HANDLING-25-10-A2-5",48.25,48.25,48.4,48.4,0,0,-0.14999999999999858,-0.14999999999999858
MAGRET CND UE,664074,1,62373,"MEAT_SPECIAL_HANDLING-24-20-A1-2,MEAT_SPECIAL_HANDLING-26-12-B1-2",33.87,33.87,34,34,0,0,-0.13000000000000256,-0.13000000000000256
1/2 POITRINE PORC N1 4F SOS SV,852707,1,259959,MEAT_SPECIAL_HANDLING-25-14-A1-1,80.81,80.81,80.94,80.94,0,0,-0.12999999999999545,-0.12999999999999545
MIMOLETTE BLC 3KG ENV KROON,829456,1,236004,MEAT_SPECIAL_HANDLING-21-4-A1-3,52.95,52.95,53.05,53.05,0,0,-0.09999999999999432,-0.09999999999999432
COTE DE BOEUF VBF 380GR X3,860064,1,null,null,-0.09,-0.09,0,0,0,0,-0.09,-0.09
1/4BLEUAUVERG AOPLC 700GENMDF,142267,1,142748,MEAT_SPECIAL_HANDLING-24-12-A2-3,7.53,7.53,7.62,7.62,0,0,-0.08999999999999986,-0.08999999999999986
"1/16COMTE AOP 4M 2,3KGENV ER",829275,1,236496,MEAT_SPECIAL_HANDLING-25-17-A1-1,30.54,30.54,30.62,30.62,0,0,-0.08000000000000185,-0.08000000000000185
ESCALOPE VX 180G APLATI X5,841766,1,249152,MEAT_SPECIAL_HANDLING-25-19-A1-1,6.34,6.34,6.4,6.4,0,0,-0.0600000000000005,-0.0600000000000005
"JB CHOIX PARIS DD 6,6KEN PULLM",829378,1,235450,MEAT_SPECIAL_HANDLING-26-13-A4-5,37.95,37.95,38.01,38.01,0,0,-0.05999999999999517,-0.05999999999999517
SAUTE PLT CUIS BC SOS SP SV FR,675540,1,30838,MEAT_SPECIAL_HANDLING-25-11-A2-6,25.43,25.43,25.48,25.48,0,0,-0.05000000000000071,-0.05000000000000071
1/2 FX FILET S/P 3KG+  IRL MC,893978,1,null,null,-0.05,-0.05,0,0,0,0,-0.05,-0.05
"BOUDIN NOIR ANC 1,7KG ENV RUST",177198,1,180407,MEAT_SPECIAL_HANDLING-26-19-A2-9,10.36,10.36,10.4,10.4,0,0,-0.040000000000000924,-0.040000000000000924
SOURIS AGNEAU A/OS S/V NZ,820497,1,227278,MEAT_SPECIAL_HANDLING-20-17-A1-4,2.48,2.48,2.52,2.52,0,0,-0.040000000000000036,-0.040000000000000036
VDE BOURG VBF,399391,1,205243,MEAT_SPECIAL_HANDLING-24-3-A1-2,12.21,12.21,12.25,12.25,0,0,-0.03999999999999915,-0.03999999999999915
ENTRECOTE 3KG+ UE,688759,1,29152,MEAT_SPECIAL_HANDLING-20-12-A1-2,55.21,55.21,55.24,55.24,0,0,-0.030000000000001137,-0.030000000000001137
GRANA.P AOP 10M BLC 1KG ENV MC,665708,1,76097,MEAT_SPECIAL_HANDLING-26-16-A2-6,40.64,40.64,40.67,40.67,0,0,-0.030000000000001137,-0.030000000000001137
"1/16COMTE AOP 6M 2,3KG ENV RJ",883437,1,294111,MEAT_SPECIAL_HANDLING-25-17-A1-7,36.75,36.75,36.78,36.78,0,0,-0.030000000000001137,-0.030000000000001137
GINGEMBRE 5K  A PESER  CNCHINE,31959,1,31959,MEAT_SPECIAL_HANDLING-30-9-A1-2,46.83,46.83,46.85,46.85,0,0,-0.020000000000003126,-0.020000000000003126
"FILET 3/3,5KG VBF S/P",383410,1,188360,MEAT_SPECIAL_HANDLING-26-17-A4-8,44.93,44.93,44.95,44.95,0,0,-0.020000000000003126,-0.020000000000003126
CUISSE PLT LR JNE X10 MC,867062,1,276229,MEAT_SPECIAL_HANDLING-21-3-A1-2,11.54,11.54,11.56,11.56,0,0,-0.02000000000000135,-0.02000000000000135
"1/4ABONDANCE AOP 2,5KGENV MDF",680598,1,78648,MEAT_SPECIAL_HANDLING-25-12-A3-2,7.05,7.05,7.07,7.07,0,0,-0.020000000000000462,-0.020000000000000462
JARRET AVANT PORC S/V VPF,256715,1,null,null,-0.02,-0.02,0,0,0,0,-0.02,-0.02
MACREUSE VBF PAD,383533,1,188482,MEAT_SPECIAL_HANDLING-26-5-A1-2,15.41,15.41,13.09,13.09,2.34,2.34,-0.019999999999999574,-0.019999999999999574
BRIQUE BASQUE  BREBIS KG,673793,1,9125,MEAT_SPECIAL_HANDLING-26-13-A1-9,8.99,8.99,9.01,9.01,0,0,-0.019999999999999574,-0.019999999999999574
COMTE AOP 24M 800GENV MDF,831457,1,238164,MEAT_SPECIAL_HANDLING-25-10-A2-9,9.77,9.77,9.79,9.79,0,0,-0.019999999999999574,-0.019999999999999574
"OSSAU IRATY PRIM AOP 4,5KG",833764,1,240183,"MEAT_SPECIAL_HANDLING-26-7-A4-8,MEAT_SPECIAL_HANDLING-25-10-A4-5",39.1,39.1,39.12,39.12,0,0,-0.01999999999999602,-0.01999999999999602
"TOMME GRISE 45% 1,9KGENV MIL",829241,1,236462,MEAT_SPECIAL_HANDLING-24-12-A2-7,51.55,51.55,51.56,51.56,0,0,-0.010000000000005116,-0.010000000000005116
PALERON S/P UE,688802,1,31845,MEAT_SPECIAL_HANDLING-26-16-A2-1,53.55,53.55,51,51,2.56,2.56,-0.010000000000005116,-0.010000000000005116
MACREUSE PAD UE,688805,1,31885,"MEAT_SPECIAL_HANDLING-20-16-B1-3,MEAT_SPECIAL_HANDLING-25-6-B1-1",122,122,122.01,122.01,0,0,-0.010000000000005116,-0.010000000000005116
"EMMENTAL LC BLC 3,5KGENV DOMIS",393571,1,199289,MEAT_SPECIAL_HANDLING-24-18-A2-5,27.4,27.4,27.41,27.41,0,0,-0.010000000000001563,-0.010000000000001563
"ROND DE L'AVEYRON 1,3KGENV RUS",805806,1,211624,MEAT_SPECIAL_HANDLING-25-4-A1-2,17.24,17.24,17.25,17.25,0,0,-0.010000000000001563,-0.010000000000001563
COPPA PARME IGP 1.8KG ENV,170219,1,172436,MEAT_SPECIAL_HANDLING-24-18-A1-5,22.74,22.74,22.75,22.75,0,0,-0.010000000000001563,-0.010000000000001563
FOIE GRAS ESCALOP 25/40G TB FR,819694,1,226558,DEEP_FROZEN-43-4-A4-2,12.04,12.04,8.75,8.75,3.3,3.3,-0.010000000000001563,-0.010000000000001563
PICANHA ARGENTINE RAV,386467,1,191318,MEAT_SPECIAL_HANDLING-24-18-A2-8,24.68,24.68,24.69,24.69,0,0,-0.010000000000001563,-0.010000000000001563
PALERON VEAU SP SV EAF MC,819723,1,226586,MEAT_SPECIAL_HANDLING-25-8-A4-9,17.15,17.15,17.16,17.16,0,0,-0.010000000000001563,-0.010000000000001563
DOS LIEU NOIR 400/+ MC 2X2KG S/AT P/ANE.POLLACHIUS VIRENS,707638,1,707638,"FISH-55-10-A1-1,FISH-52-4-A1-1",16.45,16.45,16.46,16.46,0,0,-0.010000000000001563,-0.010000000000001563
BAVETTE ALOYAU PAD   IRL MC,893982,1,305920,MEAT_SPECIAL_HANDLING-25-19-A3-9,19.66,19.66,19.67,19.67,0,0,-0.010000000000001563,-0.010000000000001563
POULPE ENT CRU IQF 1/2KG MA,825225,1,231796,DEEP_FROZEN-43-8-A2-7,7.62,7.62,2.94,2.94,4.69,4.69,-0.010000000000000675,-0.010000000000000675
GRANA.P AOP 16M BLC 1KG ENV MC,840430,1,247529,MEAT_SPECIAL_HANDLING-24-18-A3-2,2.38,2.38,2.39,2.39,0,0,-0.010000000000000231,-0.010000000000000231
CHORIZO VELA DOUX 1.6KG,152256,1,153794,MEAT_SPECIAL_HANDLING-25-4-A3-1,1.63,1.63,1.64,1.64,0,0,-0.010000000000000009,-0.010000000000000009
MAQUEREAU 2/500 2X2KG S/AT P/ANE.SCOMBER SCOMBRUS,708063,1,null,null,-0.01,-0.01,0,0,0,0,-0.01,-0.01
ANNEAU ENCORNET DEC 2X2 S/AT P/OP B.DOSIDICUS GIGAS,707412,1,null,null,-0.01,-0.01,0,0,0,0,-0.01,-0.01
SAUCISSE PORC VPF 16X130GR SAT,819741,1,226603,MEAT_SPECIAL_HANDLING-26-10-A3-5,8.66,8.66,8.67,8.67,0,0,-0.009999999999999787,-0.009999999999999787
1/4ROQUEF AOP LC 675GENV MDF,677314,1,50405,MEAT_SPECIAL_HANDLING-25-15-A1-9,7.41,7.41,7.42,7.42,0,0,-0.009999999999999787,-0.009999999999999787
FILET CANARD X2  SV MC,896017,1,308125,MEAT_SPECIAL_HANDLING-20-21-A1-1,15.85,15.85,15.86,15.86,0,0,-0.009999999999999787,-0.009999999999999787
GITE NOIX VBF PAD,806836,1,212654,MEAT_SPECIAL_HANDLING-25-13-A4-2,6.69,6.69,6.7,6.7,0,0,-0.009999999999999787,-0.009999999999999787
"KNACKS BN 1,6 KG ENV",156565,1,157627,MEAT_SPECIAL_HANDLING-26-15-A1-7,14.16,14.16,14.17,14.17,0,0,-0.009999999999999787,-0.009999999999999787
1/2 CHORIZO LEON FORT 500G ENV,171718,1,174652,MEAT_SPECIAL_HANDLING-25-6-A2-3,3.99,3.99,4,4,0,0,-0.009999999999999787,-0.009999999999999787
AIGUIL.PLT J STD 1.5KG ENV FR,857602,1,264722,MEAT_SPECIAL_HANDLING-21-22-A1-4,6.16,6.16,6.17,6.17,0,0,-0.009999999999999787,-0.009999999999999787
EPAULE PORC HACHE S/V VPF,246048,1,49050,MEAT_SPECIAL_HANDLING-26-17-A2-2,15.67,15.67,15.68,15.68,0,0,-0.009999999999999787,-0.009999999999999787
"SCISSE MORTEAU CRU 1,4KGEN RUS",884351,1,294973,MEAT_SPECIAL_HANDLING-26-7-A1-8,2.83,2.83,2.84,2.84,0,0,-0.009999999999999787,-0.009999999999999787
"ST NECT FERM AOP 1,5KGENV MDF",675280,1,24974,MEAT_SPECIAL_HANDLING-24-14-A2-2,6.37,6.37,6.38,6.38,0,0,-0.009999999999999787,-0.009999999999999787
"1/2FOURM AMBERT AOP 1,2KGENMDF",829508,1,236054,MEAT_SPECIAL_HANDLING-24-12-A2-6,5.33,5.33,3.15,3.15,2.19,2.19,-0.009999999999999787,-0.009999999999999787
EMMENTAL FR BLC 2KG ENV MC,896811,1,309201,MEAT_SPECIAL_HANDLING-25-15-A1-4,13.46,13.46,13.47,13.47,0,0,-0.009999999999999787,-0.009999999999999787
"SPIANATA PICC 2,2KGENV",636654,1,70166,MEAT_SPECIAL_HANDLING-20-20-A1-3,49.17,49.17,49.18,49.18,0,0,-0.00999999999999801,-0.00999999999999801
PARMIG.R AOP 24M BLC 1KGENV MC,147112,1,147668,MEAT_SPECIAL_HANDLING-26-7-A2-4,16.98,16.98,15.94,15.94,1.05,1.05,-0.00999999999999801,-0.00999999999999801
MERGUEZ BF/MOUTON HAL 1KG S/V,820548,1,227324,MEAT_SPECIAL_HANDLING-26-12-A3-7,44.03,44.03,44.04,44.04,0,0,-0.00999999999999801,-0.00999999999999801
BAV ALOY PAD UE,688771,1,29362,"MEAT_SPECIAL_HANDLING-26-18-A1-7,MEAT_SPECIAL_HANDLING-21-19-A1-3,MEAT_SPECIAL_HANDLING-26-6-B1-3",210.91,210.91,210.92,210.92,0,0,-0.009999999999990905,-0.009999999999990905
